Attrition,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,AgeEducation,AgeMoneyly,IntoAge,Satisfaction
0,34,2,2,4,3,3,4033,2,11,3,4,0,5,3,2,3,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5.882352941176471,355,29,11
0,35,27,4,4,3,3,6883,2,16,3,2,1,17,3,3,7,7,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,11.428571428571429,589,18,9
0,43,6,3,1,2,3,4081,1,14,3,1,0,20,3,1,20,7,1,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6.976744186046512,189,23,5
0,30,2,3,3,2,4,4152,1,19,3,1,3,11,3,3,11,10,10,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,10.0,276,19,8
0,44,1,4,2,4,1,5033,2,15,3,4,1,10,5,3,2,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9.090909090909092,457,34,7
0,42,12,3,2,3,2,2766,8,22,4,2,3,7,6,2,5,3,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7.142857142857143,197,35,6
0,30,3,3,3,3,4,2097,4,15,3,3,1,9,3,1,5,3,1,4,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,10.0,209,21,10
0,30,22,4,3,3,1,8412,0,11,3,3,0,10,3,3,9,8,7,8,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,13.333333333333334,841,20,7
0,38,10,1,3,3,3,2684,0,17,3,2,1,3,0,2,2,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2.6315789473684212,211,35,8
1,31,1,4,2,1,3,1359,1,12,3,2,0,1,3,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,12.903225806451612,43,30,7
0,54,2,4,3,2,3,10686,6,11,3,2,1,13,4,3,9,4,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7.407407407407407,395,41,8
0,48,15,4,3,3,1,2367,8,12,3,4,1,10,3,2,8,2,7,6,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,8.333333333333334,147,38,8
0,31,8,2,4,4,2,2109,9,18,3,4,0,8,3,3,3,2,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,6.451612903225806,272,23,10
0,39,15,4,2,3,1,13341,0,12,3,1,0,21,3,3,20,8,11,10,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,10.256410256410257,1026,18,4
0,25,8,3,4,4,2,4851,0,22,4,3,1,4,4,3,3,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,12.0,776,21,9
0,34,1,4,2,4,4,9725,0,11,3,4,1,16,2,2,15,1,0,9,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,11.764705882352942,1144,18,10
1,27,2,1,3,3,1,3041,0,11,3,2,1,5,3,3,4,3,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3.7037037037037037,337,22,6
0,45,20,3,2,1,1,10851,2,18,3,2,1,24,2,3,7,7,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6.666666666666667,241,21,5
0,27,9,3,4,3,2,2024,6,18,3,4,1,6,1,1,2,2,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,11.11111111111111,224,21,10
0,46,2,2,4,3,4,8578,3,14,3,3,1,12,4,2,9,8,4,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4.3478260869565215,559,34,11
1,26,20,2,4,3,2,2148,0,11,3,3,0,6,3,3,5,1,1,4,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7.6923076923076925,247,20,9
0,35,1,3,2,3,3,4717,9,11,3,3,0,15,2,3,11,9,6,9,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,8.571428571428571,404,20,8
0,36,13,3,3,3,2,2143,4,13,3,2,1,8,2,3,5,2,0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,8.333333333333334,178,28,7
0,43,7,3,4,4,4,2089,4,14,3,4,3,7,3,4,5,4,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.976744186046512,194,36,12
1,32,2,4,4,3,2,1393,1,12,3,1,0,1,2,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,12.5,130,31,7
1,33,25,3,1,2,2,2313,4,20,4,2,0,5,0,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,9.090909090909092,140,28,5
0,26,1,3,3,2,1,4294,1,12,3,2,0,7,2,3,7,7,0,7,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,11.538461538461538,330,19,6
0,45,25,3,2,3,2,18061,3,22,4,3,0,22,4,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,6.666666666666667,1204,23,7
0,35,4,2,3,3,4,1951,1,12,3,3,1,1,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5.714285714285714,167,34,10
0,32,8,2,3,4,3,5175,5,12,3,3,1,9,3,2,5,3,1,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6.25,646,23,9
0,31,10,3,3,3,3,11031,4,20,4,3,1,13,2,4,11,7,4,8,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,9.67741935483871,1067,18,9
0,36,8,3,3,3,3,10096,1,13,3,2,3,17,2,3,17,14,12,8,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,8.333333333333334,841,19,8
1,55,2,3,4,3,1,19859,5,13,3,4,1,24,2,3,5,2,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5.454545454545454,1083,31,9
0,29,1,3,1,3,1,5373,0,12,3,1,1,6,5,2,5,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,10.344827586206897,555,23,3
0,39,24,1,1,3,4,4108,7,13,3,1,0,18,2,3,7,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2.5641025641025643,316,21,6
0,34,10,4,3,3,3,2220,1,19,3,4,1,1,2,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11.764705882352942,195,33,10
0,49,1,3,3,3,3,15379,4,14,3,1,0,23,2,3,8,7,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,6.122448979591836,941,26,7
0,36,11,3,2,2,2,6499,1,13,3,3,0,6,3,3,6,5,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,8.333333333333334,361,30,7
1,25,5,3,3,2,3,5744,1,11,3,4,0,6,1,3,6,4,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,12.0,459,19,10
0,35,7,3,3,3,3,10221,3,21,4,2,0,17,3,4,8,5,1,6,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,8.571428571428571,876,18,8
0,28,8,2,4,3,4,3310,1,21,4,4,0,5,3,3,5,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7.142857142857143,354,23,12
0,28,1,3,3,1,4,6674,0,11,3,1,3,10,6,3,9,8,7,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,10.714285714285714,238,18,8
0,37,8,2,3,3,2,4071,2,13,3,3,0,19,4,2,10,0,4,7,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5.405405405405405,330,18,8
0,36,9,4,1,4,2,2810,1,22,4,2,0,5,3,3,5,4,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11.11111111111111,312,31,5
0,31,2,1,2,3,4,6582,4,13,3,3,0,10,2,4,6,5,0,5,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3.225806451612903,636,21,9
0,35,16,2,4,2,2,4788,0,11,3,4,0,4,2,3,3,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5.714285714285714,273,31,10
1,30,4,3,3,3,4,2285,9,23,4,3,0,3,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,10.0,228,27,10
0,34,9,3,4,2,2,8621,1,14,3,2,0,9,3,4,8,7,7,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,8.823529411764707,507,25,8
0,38,29,5,4,3,4,2406,1,11,3,4,0,10,2,3,10,3,9,9,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,13.157894736842104,189,28,12
0,38,2,3,4,3,4,3944,5,11,3,3,0,6,3,3,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,7.894736842105263,311,32,11
0,36,4,4,1,2,4,5810,1,16,3,3,0,10,2,2,10,4,1,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,11.11111111111111,322,26,8
1,23,8,1,4,2,3,3989,1,11,3,1,0,5,2,3,5,4,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4.3478260869565215,346,18,8
0,27,4,3,2,4,2,6142,1,20,4,2,1,6,0,3,6,2,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11.11111111111111,909,21,6
0,35,22,3,4,1,3,4230,0,15,3,3,0,6,2,3,5,4,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,8.571428571428571,120,29,10
0,38,9,2,2,3,4,4771,2,19,3,4,2,10,0,4,5,2,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5.2631578947368425,376,28,10
0,32,3,2,3,3,4,11159,3,15,3,4,0,10,6,3,7,7,7,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,6.25,1046,22,11
0,23,9,1,2,3,1,2500,1,14,3,4,1,5,2,4,4,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4.3478260869565215,326,18,7
0,32,13,4,2,3,4,4403,2,11,3,3,1,8,3,2,5,2,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,12.5,412,24,9
0,55,2,1,4,3,2,10976,3,18,3,2,1,23,4,3,3,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1.8181818181818181,598,32,8
0,46,2,3,1,3,3,17861,6,13,3,3,0,26,2,1,3,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6.521739130434782,1164,20,7
0,60,28,3,3,2,1,10266,4,19,3,4,0,22,5,4,18,13,13,11,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5.0,342,38,8
1,29,9,3,2,1,2,2760,1,13,3,3,0,2,3,3,2,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,10.344827586206897,95,27,7
0,49,1,3,3,3,1,3580,2,16,3,2,1,7,2,3,4,2,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6.122448979591836,219,42,6
1,42,12,3,3,3,1,13758,0,12,3,2,0,22,2,2,21,9,13,14,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,7.142857142857143,982,20,6
0,35,1,3,3,3,3,8789,1,14,3,1,0,10,3,4,10,7,0,8,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,8.571428571428571,753,25,7
0,37,6,3,3,4,1,5974,4,13,3,1,2,13,2,3,7,7,6,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,8.108108108108109,645,24,5
0,53,24,4,2,4,4,7005,3,15,3,3,0,11,2,3,4,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,7.547169811320755,528,42,9
0,37,10,3,2,3,2,3936,1,11,3,1,1,8,2,1,8,4,7,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,8.108108108108109,319,29,5
0,50,22,5,3,1,4,14411,1,13,3,4,0,32,2,3,32,6,13,9,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,10.0,288,18,11
0,54,2,4,1,3,3,13549,9,12,3,1,1,16,5,1,4,3,0,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7.407407407407407,752,38,5
0,50,3,3,1,3,2,18200,1,11,3,3,1,32,2,3,32,5,10,7,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,6.0,1092,18,6
0,48,4,3,4,3,4,7898,1,11,3,3,0,11,2,3,10,9,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,6.25,493,37,11
0,29,3,2,2,3,3,5561,1,14,3,1,1,6,5,2,6,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6.896551724137931,575,23,6
0,51,5,3,3,3,2,14026,1,11,3,2,1,33,2,3,33,9,0,10,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5.882352941176471,825,18,7
1,32,5,2,1,4,3,2432,3,14,3,1,0,8,2,3,4,1,0,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6.25,304,24,5
1,41,2,4,2,1,4,2778,4,13,3,3,1,10,1,2,7,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,9.75609756097561,67,31,9
0,54,3,3,4,3,1,5940,2,14,3,4,1,16,4,3,6,2,0,5,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5.555555555555555,330,38,9
0,24,17,2,4,2,2,2127,1,21,4,4,1,1,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,8.333333333333334,177,23,10
0,30,16,1,4,3,3,5301,8,15,3,3,2,4,2,2,2,1,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3.3333333333333335,530,26,10
0,25,5,2,2,4,1,4000,1,12,3,4,2,6,2,3,6,3,1,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,8.0,640,19,7
0,50,1,3,3,2,3,3690,2,15,3,4,1,5,2,2,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,6.0,147,45,10
0,32,13,3,3,2,2,2743,1,20,4,3,1,2,2,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,9.375,171,30,8
0,41,22,3,4,3,4,5467,3,14,3,1,2,12,4,2,6,2,3,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,7.317073170731708,400,29,9
0,32,9,2,4,1,4,4668,0,17,3,4,3,9,2,4,8,7,0,7,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,6.25,145,23,12
0,34,4,3,3,3,4,9713,2,13,3,4,3,9,3,3,5,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8.823529411764707,857,25,11
0,34,1,4,2,3,4,5484,9,17,3,2,1,9,3,2,2,2,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11.764705882352942,483,25,8
0,30,9,2,3,3,3,4695,7,18,3,3,0,10,3,3,8,4,1,7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6.666666666666667,469,20,9
0,50,2,4,2,3,3,19237,2,11,3,4,1,29,2,2,8,1,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,8.0,1154,21,9
0,43,6,4,2,2,4,16627,4,14,3,3,1,21,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,9.30232558139535,773,22,9
0,26,3,3,1,3,4,2061,1,21,4,1,0,1,5,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11.538461538461538,237,25,6
1,52,8,4,3,2,2,4941,2,15,3,1,0,11,3,2,8,2,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7.6923076923076925,190,41,6
0,44,4,2,3,4,1,19190,1,14,3,4,2,26,4,2,25,9,14,13,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4.545454545454546,1744,18,8
0,53,8,3,1,3,4,11836,5,14,3,3,1,28,3,3,2,0,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5.660377358490566,669,25,8
0,50,11,3,3,3,2,19926,3,15,3,2,0,21,5,3,5,4,4,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,6.0,1195,29,7
0,48,10,3,4,2,2,19665,4,12,3,4,0,29,3,3,22,10,12,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6.25,819,19,10
0,33,5,4,3,2,4,2911,1,13,3,3,1,2,2,2,2,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,12.121212121212121,176,31,10
0,52,11,4,4,3,3,3149,8,20,4,2,1,9,3,3,5,2,1,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7.6923076923076925,181,43,9
0,46,2,4,2,3,1,18947,3,12,3,4,0,22,2,2,2,2,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,8.695652173913043,1235,24,7
0,34,10,4,3,4,4,4724,1,13,3,1,1,9,3,3,9,7,7,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,11.764705882352942,555,25,8
1,33,29,4,1,2,3,4508,1,22,4,2,0,14,4,3,13,7,3,8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,12.121212121212121,273,19,6
0,28,2,3,4,2,4,3867,1,12,3,2,1,2,2,3,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,10.714285714285714,276,26,10
0,41,7,2,2,4,3,3376,1,13,3,3,0,10,3,3,10,6,0,8,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4.878048780487805,329,31,8
0,43,2,4,1,3,4,5675,1,20,4,3,1,7,5,3,7,7,7,7,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9.30232558139535,395,36,8
0,35,1,3,4,2,1,2450,1,19,3,2,0,3,3,3,3,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,8.571428571428571,140,32,7
0,31,2,4,4,3,3,9852,1,19,3,1,1,10,5,2,10,8,9,6,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,12.903225806451612,953,21,8
0,38,2,3,4,2,2,2440,1,22,4,2,0,4,3,3,4,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7.894736842105263,128,34,8
0,33,1,3,2,2,4,6949,0,14,3,1,0,6,3,3,5,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,9.090909090909092,421,27,7
0,44,2,1,2,3,3,10209,5,18,3,2,0,16,2,2,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2.272727272727273,696,28,7
0,24,11,2,1,4,3,4011,0,18,3,4,1,5,5,2,4,2,1,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,8.333333333333334,668,19,8
1,41,20,2,2,3,2,3140,1,22,4,4,0,4,5,2,4,3,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4.878048780487805,229,37,8
0,41,1,3,3,3,1,4103,0,17,3,4,1,10,2,3,9,3,1,7,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,7.317073170731708,300,31,8
0,47,3,3,4,3,3,13770,9,12,3,4,2,28,2,2,22,2,11,13,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6.382978723404255,878,19,11
0,34,19,3,3,3,2,4444,4,13,3,3,2,15,2,4,11,8,5,10,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.823529411764707,392,19,8
0,42,3,3,3,4,4,5231,2,13,3,2,1,17,1,2,5,3,1,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7.142857142857143,498,25,9
0,37,1,4,1,3,4,13603,2,18,3,1,2,15,2,3,5,2,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,10.81081081081081,1102,22,6
0,36,4,2,4,3,2,5131,7,13,3,2,3,18,3,3,4,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,5.555555555555555,427,18,8
0,43,11,3,1,3,3,7510,1,17,3,2,1,10,1,3,10,9,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,6.976744186046512,523,33,6
0,33,25,3,2,3,3,4539,1,12,3,1,1,10,3,2,10,7,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9.090909090909092,412,23,6
1,31,16,4,1,3,3,8161,2,13,3,1,3,10,2,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,12.903225806451612,789,21,5
0,31,2,1,4,1,4,1129,1,11,3,3,3,1,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3.225806451612903,36,30,11
1,55,13,4,1,4,3,13695,6,17,3,3,0,24,2,2,19,7,3,8,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,7.2727272727272725,996,31,7
